dataset,image_filename,image_path,mask_path,image_width,image_height,image_size_bytes,mask_size_bytes,has_mask,num_bounding_boxes,bounding_boxes,label,bbox_width,bbox_height
kvasir-seg,cju1cbokpuiw70988j4lq1fpi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1cbokpuiw70988j4lq1fpi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1cbokpuiw70988j4lq1fpi.jpg,615,529,37870,9737,Yes,1,"polyp: [236,282,368,456]",polyp,615,529
kvasir-seg,cju1cdxvz48hw0801i0fjwcnk.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1cdxvz48hw0801i0fjwcnk.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1cdxvz48hw0801i0fjwcnk.jpg,577,505,30356,9546,Yes,1,"polyp: [303,226,462,393]",polyp,577,505
kvasir-seg,cju1cfhyg48bb0799cl5pr2jh.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1cfhyg48bb0799cl5pr2jh.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1cfhyg48bb0799cl5pr2jh.jpg,626,547,35772,13461,Yes,1,"polyp: [314,39,558,362]",polyp,626,547
kvasir-seg,cju1cj3f0qi5n0993ut8f49rj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1cj3f0qi5n0993ut8f49rj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1cj3f0qi5n0993ut8f49rj.jpg,616,530,32978,13966,Yes,1,"polyp: [51,204,364,530]",polyp,616,530
kvasir-seg,cju1cnnziug1l0835yh4ropyg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1cnnziug1l0835yh4ropyg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1cnnziug1l0835yh4ropyg.jpg,570,531,35504,13748,Yes,1,"polyp: [190,158,530,432]",polyp,570,531
kvasir-seg,cju1cqc7n4gpy0855jt246k68.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1cqc7n4gpy0855jt246k68.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1cqc7n4gpy0855jt246k68.jpg,616,529,27843,9526,Yes,1,"polyp: [226,352,384,466]",polyp,616,529
kvasir-seg,cju1csmlc4ht10799b8ymmghg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1csmlc4ht10799b8ymmghg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1csmlc4ht10799b8ymmghg.jpg,612,546,31286,12581,Yes,1,"polyp: [215,88,465,339]",polyp,612,546
kvasir-seg,cju1cu1u2474n0878tt7v4tdr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1cu1u2474n0878tt7v4tdr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1cu1u2474n0878tt7v4tdr.jpg,621,531,31158,9390,Yes,2,"polyp: [462,101,521,197]; polyp: [374,394,429,463]",polyp,621,531
kvasir-seg,cju1cvkfwqrec0993wbp1jlzm.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1cvkfwqrec0993wbp1jlzm.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1cvkfwqrec0993wbp1jlzm.jpg,622,531,24059,9408,Yes,1,"polyp: [240,340,384,474]",polyp,622,531
kvasir-seg,cju1cyjb5qtie0993njqne9m3.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1cyjb5qtie0993njqne9m3.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1cyjb5qtie0993njqne9m3.jpg,626,547,32051,17697,Yes,1,"polyp: [156,4,625,457]",polyp,626,547
kvasir-seg,cju1d31sp4d4k0878r3fr02ul.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1d31sp4d4k0878r3fr02ul.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1d31sp4d4k0878r3fr02ul.jpg,622,529,43978,10803,Yes,1,"polyp: [266,136,458,329]",polyp,622,529
kvasir-seg,cju1d50a94qf50855wsowacrc.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1d50a94qf50855wsowacrc.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1d50a94qf50855wsowacrc.jpg,622,530,29305,10502,Yes,1,"polyp: [357,368,540,530]",polyp,622,530
kvasir-seg,cju1d96gsv62d09881b3wecw2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1d96gsv62d09881b3wecw2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1d96gsv62d09881b3wecw2.jpg,622,528,48124,15788,Yes,1,"polyp: [267,0,621,425]",polyp,622,528
kvasir-seg,cju1ddr6p4k5z08780uuuzit2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1ddr6p4k5z08780uuuzit2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1ddr6p4k5z08780uuuzit2.jpg,570,531,38149,8542,Yes,1,"polyp: [329,168,415,316]",polyp,570,531
kvasir-seg,cju1dfeupuzlw0835gnxip369.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1dfeupuzlw0835gnxip369.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1dfeupuzlw0835gnxip369.jpg,1348,1070,116783,32502,Yes,1,"polyp: [202,405,557,771]",polyp,1348,1070
kvasir-seg,cju1dg44i4z3w0801nyz4p6zf.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1dg44i4z3w0801nyz4p6zf.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1dg44i4z3w0801nyz4p6zf.jpg,623,528,33340,7603,Yes,1,"polyp: [250,352,281,499]",polyp,623,528
kvasir-seg,cju1dhfok4mhe0878jlgrag0h.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1dhfok4mhe0878jlgrag0h.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1dhfok4mhe0878jlgrag0h.jpg,626,546,31166,10507,Yes,1,"polyp: [201,168,347,364]",polyp,626,546
kvasir-seg,cju1dia8hvc6v098827mgffnm.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1dia8hvc6v098827mgffnm.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1dia8hvc6v098827mgffnm.jpg,616,528,42576,8839,Yes,1,"polyp: [334,263,464,403]",polyp,616,528
kvasir-seg,cju1djtprvd7b0988thwwrg09.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1djtprvd7b0988thwwrg09.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1djtprvd7b0988thwwrg09.jpg,590,529,29887,10274,Yes,1,"polyp: [394,274,528,477]",polyp,590,529
kvasir-seg,cju1dnz61vfp40988e78bkjga.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1dnz61vfp40988e78bkjga.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1dnz61vfp40988e78bkjga.jpg,627,547,36020,11246,Yes,1,"polyp: [377,20,534,238]",polyp,627,547
kvasir-seg,cju1dq3x1vgx109889c7wyirg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1dq3x1vgx109889c7wyirg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1dq3x1vgx109889c7wyirg.jpg,617,513,34772,12081,Yes,1,"polyp: [191,101,387,350]",polyp,617,513
kvasir-seg,cju1drnhbrb9409935wi7vkhg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1drnhbrb9409935wi7vkhg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1drnhbrb9409935wi7vkhg.jpg,619,529,37082,18008,Yes,1,"polyp: [107,48,610,529]",polyp,619,529
kvasir-seg,cju1efbr0rqxz09931z0lf4vf.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1efbr0rqxz09931z0lf4vf.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1efbr0rqxz09931z0lf4vf.jpg,622,529,40666,9920,Yes,1,"polyp: [349,100,509,262]",polyp,622,529
kvasir-seg,cju1egh885m1l0855ci1lt37c.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1egh885m1l0855ci1lt37c.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1egh885m1l0855ci1lt37c.jpg,566,531,20730,8284,Yes,1,"polyp: [191,321,277,451]",polyp,566,531
kvasir-seg,cju1egx9pvz2n0988eoy8jp23.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1egx9pvz2n0988eoy8jp23.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1egx9pvz2n0988eoy8jp23.jpg,622,529,37415,7768,Yes,1,"polyp: [299,344,372,438]",polyp,622,529
kvasir-seg,cju1ejj7dvqfa0835ra184v5m.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1ejj7dvqfa0835ra184v5m.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1ejj7dvqfa0835ra184v5m.jpg,619,547,37659,14120,Yes,1,"polyp: [272,94,559,425]",polyp,619,547
kvasir-seg,cju1erep75us208553i4ofwwe.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1erep75us208553i4ofwwe.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1erep75us208553i4ofwwe.jpg,613,547,39423,12962,Yes,1,"polyp: [106,213,418,516]",polyp,613,547
kvasir-seg,cju1euant5l960878iqj5vvto.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1euant5l960878iqj5vvto.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1euant5l960878iqj5vvto.jpg,622,531,31387,10243,Yes,1,"polyp: [415,262,558,448]",polyp,622,531
kvasir-seg,cju1euuc65wm00799m4sjdnnn.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1euuc65wm00799m4sjdnnn.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1euuc65wm00799m4sjdnnn.jpg,570,530,28810,8879,Yes,1,"polyp: [164,194,291,322]",polyp,570,530
kvasir-seg,cju1ewnoh5z030855vpex9uzt.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1ewnoh5z030855vpex9uzt.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1ewnoh5z030855vpex9uzt.jpg,622,529,49545,12040,Yes,1,"polyp: [277,109,528,331]",polyp,622,529
kvasir-seg,cju1expq45zst0855rjqwwj4m.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1expq45zst0855rjqwwj4m.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1expq45zst0855rjqwwj4m.jpg,622,529,40484,14863,Yes,1,"polyp: [272,66,598,442]",polyp,622,529
kvasir-seg,cju1f15k3w4ct0835cmde6ypo.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1f15k3w4ct0835cmde6ypo.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1f15k3w4ct0835cmde6ypo.jpg,572,547,38876,12272,Yes,1,"polyp: [257,242,491,492]",polyp,572,547
kvasir-seg,cju1f320ewfyu0988ndz6blh5.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1f320ewfyu0988ndz6blh5.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1f320ewfyu0988ndz6blh5.jpg,571,530,32930,12197,Yes,1,"polyp: [171,299,477,513]",polyp,571,530
kvasir-seg,cju1f5x1164xv08555654c24r.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1f5x1164xv08555654c24r.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1f5x1164xv08555654c24r.jpg,622,530,35417,12438,Yes,1,"polyp: [457,160,622,530]",polyp,622,530
kvasir-seg,cju1f79yhsb5w0993txub59ol.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1f79yhsb5w0993txub59ol.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1f79yhsb5w0993txub59ol.jpg,623,528,48834,7451,Yes,1,"polyp: [443,296,514,366]",polyp,623,528
kvasir-seg,cju1f8w0t65en0799m9oacq0q.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1f8w0t65en0799m9oacq0q.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1f8w0t65en0799m9oacq0q.jpg,622,528,41947,11738,Yes,1,"polyp: [345,79,532,358]",polyp,622,528
kvasir-seg,cju1fb9236a110801yvg0fwju.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1fb9236a110801yvg0fwju.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1fb9236a110801yvg0fwju.jpg,626,547,36309,15525,Yes,1,"polyp: [24,67,406,547]",polyp,626,547
kvasir-seg,cju1ffnjn6ctm08015perkg37.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1ffnjn6ctm08015perkg37.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1ffnjn6ctm08015perkg37.jpg,626,547,33806,14779,Yes,1,"polyp: [331,26,611,410]",polyp,626,547
kvasir-seg,cju1fj6axwfp30835ukhuzhw9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1fj6axwfp30835ukhuzhw9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1fj6axwfp30835ukhuzhw9.jpg,576,547,33070,13490,Yes,1,"polyp: [279,8,576,378]",polyp,576,547
kvasir-seg,cju1fjsb4sipq09931lvd8e41.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1fjsb4sipq09931lvd8e41.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1fjsb4sipq09931lvd8e41.jpg,622,530,28867,9871,Yes,1,"polyp: [201,370,388,528]",polyp,622,530
kvasir-seg,cju1fm3id6gl50801r3fok20c.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1fm3id6gl50801r3fok20c.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1fm3id6gl50801r3fok20c.jpg,622,531,26473,8678,Yes,1,"polyp: [278,204,390,305]",polyp,622,531
kvasir-seg,cju1fmsyf6gxb0801cimx2gle.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1fmsyf6gxb0801cimx2gle.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1fmsyf6gxb0801cimx2gle.jpg,570,531,38057,10318,Yes,1,"polyp: [265,316,467,486]",polyp,570,531
kvasir-seg,cju1fr4etsmrr09933u4t4aql.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1fr4etsmrr09933u4t4aql.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1fr4etsmrr09933u4t4aql.jpg,570,521,26899,13738,Yes,1,"polyp: [228,166,543,521]",polyp,570,521
kvasir-seg,cju1ftaji6isw0855108yqcse.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1ftaji6isw0855108yqcse.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1ftaji6isw0855108yqcse.jpg,562,502,28316,11653,Yes,1,"polyp: [287,126,529,350]",polyp,562,502
kvasir-seg,cju1fuoa4wmc50835qfd11sp9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1fuoa4wmc50835qfd11sp9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1fuoa4wmc50835qfd11sp9.jpg,621,528,27677,9783,Yes,1,"polyp: [489,146,621,407]",polyp,621,528
kvasir-seg,cju1fyb1d69et0878muzdak9u.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1fyb1d69et0878muzdak9u.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1fyb1d69et0878muzdak9u.jpg,622,528,48180,11547,Yes,1,"polyp: [209,116,369,397]",polyp,622,528
kvasir-seg,cju1g20bdwq6u0835e16xugcd.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1g20bdwq6u0835e16xugcd.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1g20bdwq6u0835e16xugcd.jpg,622,531,32115,13406,Yes,1,"polyp: [278,120,510,478]",polyp,622,531
kvasir-seg,cju1g4nsb6ngy0799l4ezm8ab.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1g4nsb6ngy0799l4ezm8ab.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1g4nsb6ngy0799l4ezm8ab.jpg,568,529,35162,10190,Yes,1,"polyp: [229,248,434,440]",polyp,568,529
kvasir-seg,cju1gghyjwxt80835vx0wgxw0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1gghyjwxt80835vx0wgxw0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1gghyjwxt80835vx0wgxw0.jpg,621,529,29478,14411,Yes,1,"polyp: [159,127,493,416]",polyp,621,529
kvasir-seg,cju1gi7jlwyld0835cdf6g6qz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1gi7jlwyld0835cdf6g6qz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1gi7jlwyld0835cdf6g6qz.jpg,611,529,33906,9916,Yes,1,"polyp: [212,137,366,271]",polyp,611,529
kvasir-seg,cju1gkndf6yi10801o1qnje19.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1gkndf6yi10801o1qnje19.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1gkndf6yi10801o1qnje19.jpg,623,528,45886,11569,Yes,1,"polyp: [35,203,289,404]",polyp,623,528
kvasir-seg,cju1gv7106qd008784gk603mg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1gv7106qd008784gk603mg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1gv7106qd008784gk603mg.jpg,622,531,37883,12703,Yes,1,"polyp: [377,14,603,317]",polyp,622,531
kvasir-seg,cju1h5w4wxajx0835mc954kxy.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1h5w4wxajx0835mc954kxy.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1h5w4wxajx0835mc954kxy.jpg,622,528,46241,10844,Yes,1,"polyp: [151,100,320,336]",polyp,622,528
kvasir-seg,cju1h89h6xbnx08352k2790o9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1h89h6xbnx08352k2790o9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1h89h6xbnx08352k2790o9.jpg,570,531,33822,10050,Yes,1,"polyp: [178,227,359,410]",polyp,570,531
kvasir-seg,cju1haab178i70799tk9z8y8x.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1haab178i70799tk9z8y8x.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1haab178i70799tk9z8y8x.jpg,525,531,26001,10569,Yes,1,"polyp: [213,270,406,483]",polyp,525,531
kvasir-seg,cju1hhj6mxfp90835n3wofrap.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1hhj6mxfp90835n3wofrap.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1hhj6mxfp90835n3wofrap.jpg,622,530,29206,9341,Yes,1,"polyp: [229,117,328,300]",polyp,622,530
kvasir-seg,cju1hirfi7ekp0855q0vgm9qq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1hirfi7ekp0855q0vgm9qq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1hirfi7ekp0855q0vgm9qq.jpg,605,529,36751,9404,Yes,1,"polyp: [253,222,390,369]",polyp,605,529
kvasir-seg,cju1hmff8tkp809931jps6fbr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1hmff8tkp809931jps6fbr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1hmff8tkp809931jps6fbr.jpg,587,530,39001,17013,Yes,1,"polyp: [137,148,584,530]",polyp,587,530
kvasir-seg,cju1hp9i2xu8e0988u2dazk7m.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1hp9i2xu8e0988u2dazk7m.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1hp9i2xu8e0988u2dazk7m.jpg,490,531,23928,10434,Yes,1,"polyp: [244,103,466,314]",polyp,490,531
kvasir-seg,cju1hs0za7jha0855vj0mdrjt.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1hs0za7jha0855vj0mdrjt.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1hs0za7jha0855vj0mdrjt.jpg,571,531,34863,11561,Yes,1,"polyp: [185,183,431,465]",polyp,571,531
kvasir-seg,cju1hyolc7aqu0878rrkfn1lr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju1hyolc7aqu0878rrkfn1lr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju1hyolc7aqu0878rrkfn1lr.jpg,1348,1070,106806,33133,Yes,1,"polyp: [121,256,503,650]",polyp,1348,1070
kvasir-seg,cju2hdr06v2bq0799mbm3bks1.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2hdr06v2bq0799mbm3bks1.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2hdr06v2bq0799mbm3bks1.jpg,621,530,26115,12375,Yes,1,"polyp: [341,8,621,415]",polyp,621,530
kvasir-seg,cju2hewssldzx0835ep795xu0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2hewssldzx0835ep795xu0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2hewssldzx0835ep795xu0.jpg,576,530,28096,8836,Yes,1,"polyp: [345,201,465,351]",polyp,576,530
kvasir-seg,cju2hfqnmhisa0993gpleeldd.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2hfqnmhisa0993gpleeldd.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2hfqnmhisa0993gpleeldd.jpg,621,530,32134,9020,Yes,2,"polyp: [244,231,317,310]; polyp: [428,391,474,469]",polyp,621,530
kvasir-seg,cju2hgsptlfam0835o3b59h1o.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2hgsptlfam0835o3b59h1o.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2hgsptlfam0835o3b59h1o.jpg,530,528,33628,7596,Yes,1,"polyp: [268,263,357,372]",polyp,530,528
kvasir-seg,cju2hjrqcvi2j0801bx1i6gxg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2hjrqcvi2j0801bx1i6gxg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2hjrqcvi2j0801bx1i6gxg.jpg,599,531,34211,8628,Yes,2,"polyp: [261,61,308,108]; polyp: [312,372,388,435]",polyp,599,531
